"Match#","Time","Autonomous","Teleop","Status","Team #","Team Position","Joystick Sent","Joystick Lost","Joystick Disc","NXT Disconnects","NXT Volt Start","NXT Volt End","Robot Volt Start","Robot Volt End","Teleop Name","Initial Program","Notes","Freq NXT Volt Critical","Freq NXT Volt Error","Freq NXT Volt Warn","Freq NXT Volt Safe","NXT Volt Min","NXT Volt Max"
"1","19-Oct-2014 03:28:36 PM","No Autonomous","02:00","Played","8492","Red Team 1",2564,0,0,0,"7.606V","7.624V","12.864V","12.766V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","2475","11.038V","12.936V"
"1","19-Oct-2014 03:30:49 PM","No Autonomous","02:00","Played","8492","Red Team 1",2568,0,0,0,"7.618V","7.635V","12.800V","12.783V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","2432","11.057V","12.855V"
"1","22-Oct-2014 06:22:52 PM","No Autonomous","02:00","Halted","8492","Red Team 1",407,1,0,0,"8.142V","8.139V","13.284V","13.276V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","456","13.096V","13.329V"
"1","22-Oct-2014 06:23:25 PM","No Autonomous","02:00","Halted","8492","Red Team 1",497,0,0,0,"8.139V","8.140V","13.286V","13.254V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","531","13.233V","13.323V"
"1","22-Oct-2014 06:29:20 PM","No Autonomous","02:00","Halted","8492","Red Team 1",858,0,0,0,"8.136V","8.128V","13.215V","13.211V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","862","13.098V","13.259V"
"1","22-Oct-2014 06:32:37 PM","No Autonomous","02:00","Played","8492","Red Team 1",2556,0,0,3,"8.130V","8.130V","13.156V","13.156V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","2404","13.115V","13.222V"
"1","22-Oct-2014 06:34:59 PM","No Autonomous","02:00","Halted","8492","Red Team 1",149,0,0,0,"8.118V","8.128V","13.156V","13.125V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","163","13.076V","13.202V"
"1","22-Oct-2014 06:41:46 PM","No Autonomous","02:00","Halted","8492","Red Team 1",1022,1,0,0,"8.114V","8.114V","13.121V","13.042V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","1005","11.139V","13.158V"
"1","22-Oct-2014 06:44:53 PM","No Autonomous","02:00","Halted","8492","Red Team 1",1302,0,0,0,"8.104V","8.102V","13.070V","12.721V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","1252","11.088V","13.107V"
"1","22-Oct-2014 07:01:49 PM","No Autonomous","02:00","Played","8492","Red Team 1",2566,0,0,0,"8.079V","8.087V","12.987V","12.831V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","3","2435","10.135V","13.020V"
"1","22-Oct-2014 07:05:52 PM","No Autonomous","02:00","Halted","8492","Red Team 1",2009,1836,0,16,"8.085V","8.075V","12.913V","12.889V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","160","12.593V","12.940V"
"1","22-Oct-2014 07:07:32 PM","No Autonomous","02:00","Halted","8492","Red Team 1",1033,0,0,0,"8.079V","8.080V","12.900V","12.848V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","992","10.937V","12.936V"
"1","22-Oct-2014 07:09:52 PM","No Autonomous","02:00","Halted","8492","Red Team 1",680,0,0,0,"8.073V","8.072V","12.877V","12.858V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","697","10.421V","12.938V"
"1","22-Oct-2014 07:10:59 PM","No Autonomous","02:00","Halted","8492","Red Team 1",1172,0,0,0,"8.072V","8.075V","12.868V","12.814V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","1122","10.650V","12.927V"
"1","25-Oct-2014 01:46:26 PM","No Autonomous","02:00","Halted","8492","Red Team 1",591,0,0,0,"7.995V","7.971V","13.794V","13.720V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","585","11.754V","13.837V"
"1","25-Oct-2014 01:49:27 PM","00:30","02:00","Halted","8492","Red Team 1",54,0,0,0,"7.974V","7.974V","13.686V","13.675V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","83","13.641V","13.732V"
"1","25-Oct-2014 01:49:38 PM","00:30","02:00","Halted","8492","Red Team 1",52,0,0,0,"7.980V","7.980V","13.687V","13.681V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","98","13.641V","13.734V"
"1","25-Oct-2014 01:49:52 PM","00:30","02:00","Halted","8492","Red Team 1",624,732,0,0,"7.983V","7.983V","13.700V","13.673V","teleop.rxe","AutonomousDraft.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","-696","13.525V","13.713V"
"1","25-Oct-2014 01:52:00 PM","00:30","02:00","Halted","8492","Red Team 1",395,0,0,0,"7.983V","7.978V","13.688V","13.664V","teleop.rxe","AutonomousDraft.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","396","11.727V","13.723V"
"1","25-Oct-2014 01:52:44 PM","00:30","02:00","Halted","8492","Red Team 1",112,0,0,0,"7.982V","7.982V","13.627V","13.627V","teleop.rxe","AutoTestFile.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","101","11.667V","13.723V"
"1","25-Oct-2014 01:53:01 PM","00:30","02:00","Halted","8492","Red Team 1",128,0,0,0,"7.979V","7.979V","13.341V","13.341V","teleop.rxe","AutoTestFile.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","0","11.667V","13.723V"
"1","01-Nov-2014 10:42:22 AM","No Autonomous","02:00","Halted","8492","Red Team 1",1799,1,0,0,"7.873V","7.877V","13.022V","12.941V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","1761","10.904V","13.111V"
"1","01-Nov-2014 10:46:03 AM","No Autonomous","02:00","Played","8492","Red Team 1",2566,0,0,0,"7.869V","7.846V","12.949V","12.813V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","2","2488","10.254V","12.983V"
"1","01-Nov-2014 11:15:42 AM","00:30","No Teleop","Halted","8492","Red Team 1",245,1,0,0,"7.830V","7.833V","12.750V","12.664V","teleop.rxe","autoDriveForwar.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","268","10.943V","12.820V"
"1","01-Nov-2014 11:25:54 AM","00:30","No Teleop","Halted","8492","Red Team 1",152,0,0,0,"7.817V","7.817V","12.717V","12.472V","teleop.rxe","autoDriveForwar.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","149","10.871V","12.768V"
"1","01-Nov-2014 11:26:20 AM","00:30","No Teleop","Halted","8492","Red Team 1",73,0,0,0,"7.815V","7.815V","12.726V","12.702V","teleop.rxe","","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","90","10.871V","12.768V"
"1","01-Nov-2014 11:26:37 AM","00:30","No Teleop","Halted","8492","Red Team 1",248,0,0,0,"7.813V","7.818V","12.721V","12.344V","teleop.rxe","autoDriveForwar.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","302","10.679V","12.768V"
"1","01-Nov-2014 11:36:34 AM","00:30","No Teleop","Played","8492","Red Team 1",644,0,0,0,"7.803V","7.800V","12.718V","12.690V","teleop.rxe","autoDriveForwar.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","649","11.255V","12.754V"
"1","01-Nov-2014 11:37:18 AM","00:30","No Teleop","Halted","8492","Red Team 1",178,1,0,0,"7.801V","7.805V","12.698V","12.587V","teleop.rxe","autoDriveForwar.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","188","10.725V","12.754V"
"1","01-Nov-2014 12:26:06 PM","00:30","No Teleop","Halted","8492","Red Team 1",148,0,0,0,"7.741V","7.735V","12.649V","12.582V","teleop.rxe","autoDriveForwar.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","215","11.211V","12.694V"
"1","01-Nov-2014 12:26:18 PM","00:30","No Teleop","Halted","8492","Red Team 1",260,0,0,0,"7.744V","7.741V","12.643V","12.620V","teleop.rxe","","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","264","10.681V","12.694V"
"1","01-Nov-2014 12:30:56 PM","00:30","No Teleop","Halted","8492","Red Team 1",127,0,0,0,"7.735V","7.734V","12.635V","12.572V","teleop.rxe","autoDriveForwar.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","133","11.098V","12.696V"
"1","01-Nov-2014 12:33:29 PM","00:30","No Teleop","Halted","8492","Red Team 1",151,0,0,0,"7.724V","7.731V","12.640V","12.584V","teleop.rxe","autoDriveForwar.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","199","11.158V","12.696V"
"1","01-Nov-2014 12:33:41 PM","00:30","No Teleop","Halted","8492","Red Team 1",17,0,0,0,"7.725V","7.733V","12.643V","12.641V","teleop.rxe","","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","118","11.158V","12.696V"
"1","01-Nov-2014 12:36:21 PM","00:30","No Teleop","Halted","8492","Red Team 1",160,0,0,0,"7.731V","7.726V","12.651V","12.572V","teleop.rxe","autoDriveForwar.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","191","11.174V","12.694V"
"1","01-Nov-2014 12:43:41 PM","00:30","No Teleop","Halted","8492","Red Team 1",150,0,0,0,"7.718V","7.719V","12.651V","12.581V","teleop.rxe","autoDriveForwar.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","219","11.263V","12.705V"
"1","01-Nov-2014 12:50:07 PM","00:30","No Teleop","Halted","8492","Red Team 1",297,0,0,0,"7.707V","7.699V","12.655V","12.627V","teleop.rxe","autoDriveForwar.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","1","331","10.933V","12.694V"
"1","01-Nov-2014 12:50:41 PM","00:30","No Teleop","Halted","8492","Red Team 1",108,0,0,0,"7.712V","7.706V","12.652V","12.584V","teleop.rxe","autoDriveForwar.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","132","10.933V","12.694V"
"1","01-Nov-2014 12:51:10 PM","00:30","No Teleop","Played","8492","Red Team 1",644,0,0,0,"7.710V","7.706V","12.647V","12.645V","teleop.rxe","autoDriveForwar.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","710","10.933V","12.694V"
"1","05-Nov-2014 07:31:38 PM","No Autonomous","02:00","","8492","Red Team 1",2109,0,0,27,"7.623V","7.623V","13.024V","13.024V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","1","1401","10.339V","13.068V"
"1","05-Nov-2014 07:39:34 PM","No Autonomous","02:00","Halted","8492","Red Team 1",1122,0,0,0,"7.606V","7.600V","12.984V","12.937V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","1119","10.776V","13.028V"
"1","05-Nov-2014 07:41:33 PM","No Autonomous","02:00","Halted","8492","Red Team 1",328,0,0,0,"7.601V","7.607V","12.950V","12.934V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","357","10.828V","12.995V"
"1","08-Nov-2014 10:53:14 AM","00:30","02:00","Halted","8492","Red Team 1",370,0,0,0,"7.510V","7.521V","13.051V","13.022V","teleop.rxe","AutoZone.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","396","12.977V","13.127V"
"1","08-Nov-2014 10:57:14 AM","00:30","02:00","Halted","8492","Red Team 1",338,0,0,0,"7.468V","7.543V","13.003V","12.940V","teleop.rxe","AutoZone.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","318","11.304V","13.047V"
"1","08-Nov-2014 11:09:21 AM","00:30","02:00","Halted","8492","Red Team 1",338,0,0,0,"7.510V","7.516V","12.981V","12.951V","teleop.rxe","autoDriveForwar.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","346","10.848V","13.039V"
"1","08-Nov-2014 11:09:50 AM","00:30","02:00","Halted","8492","Red Team 1",254,0,0,0,"7.502V","7.529V","12.927V","12.906V","teleop.rxe","autoDriveForwar.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","256","10.656V","13.039V"
"1","08-Nov-2014 11:11:16 AM","00:30","02:00","Halted","8492","Red Team 1",427,0,0,0,"7.497V","7.534V","12.920V","12.897V","teleop.rxe","autoDriveForwar.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","424","10.656V","13.039V"
"1","08-Nov-2014 11:19:20 AM","00:30","02:00","Halted","8492","Red Team 1",1975,0,0,0,"7.496V","7.526V","14.043V","13.916V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","1967","11.038V","14.091V"
"1","08-Nov-2014 11:38:39 AM","No Autonomous","02:00","Halted","8492","Red Team 1",792,0,0,0,"7.431V","7.434V","13.914V","13.882V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","757","13.845V","13.967V"
"1","08-Nov-2014 11:40:17 AM","No Autonomous","02:00","Halted","8492","Red Team 1",872,0,0,0,"7.444V","7.513V","13.847V","13.740V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","851","11.203V","13.895V"
"1","08-Nov-2014 11:52:36 AM","No Autonomous","02:00","Halted","8492","Red Team 1",404,0,0,0,"7.495V","7.497V","13.803V","13.779V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","399","13.761V","13.855V"
"1","08-Nov-2014 12:02:41 PM","No Autonomous","02:00","Halted","8492","Red Team 1",1263,0,0,0,"7.477V","7.471V","13.787V","13.749V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","1275","13.715V","13.824V"
"1","08-Nov-2014 12:27:44 PM","No Autonomous","02:00","Halted","8492","Red Team 1",559,0,0,0,"7.453V","7.457V","13.727V","13.722V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","622","13.684V","13.783V"
"1","08-Nov-2014 12:35:28 PM","No Autonomous","02:00","Halted","8492","Red Team 1",978,0,0,0,"7.781V","7.767V","13.734V","13.694V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","976","13.664V","13.771V"
"1","08-Nov-2014 12:42:10 PM","No Autonomous","02:00","Halted","8492","Red Team 1",926,0,0,0,"7.660V","7.649V","13.678V","13.659V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","907","13.629V","13.732V"
"1","08-Nov-2014 12:48:02 PM","No Autonomous","02:00","Halted","8492","Red Team 1",161,0,0,0,"7.592V","7.596V","13.617V","13.589V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","228","13.571V","13.651V"
"1","08-Nov-2014 12:48:18 PM","No Autonomous","02:00","Halted","8492","Red Team 1",386,0,0,0,"7.596V","7.592V","13.605V","13.587V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","386","13.563V","13.649V"
"1","08-Nov-2014 12:51:10 PM","No Autonomous","02:00","Halted","8492","Red Team 1",60,0,0,0,"7.555V","7.555V","13.591V","13.588V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","88","13.542V","13.629V"
"1","08-Nov-2014 12:51:31 PM","No Autonomous","02:00","Halted","8492","Red Team 1",253,0,0,0,"7.554V","7.558V","13.580V","13.554V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","261","13.534V","13.624V"
"1","08-Nov-2014 12:53:48 PM","No Autonomous","02:00","Halted","8492","Red Team 1",405,0,0,0,"7.546V","7.535V","13.562V","13.548V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","425","13.511V","13.606V"
"1","08-Nov-2014 01:15:31 PM","No Autonomous","02:00","Halted","8492","Red Team 1",567,0,0,0,"7.390V","7.386V","13.587V","13.545V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","552","13.490V","13.626V"
"1","08-Nov-2014 01:37:37 PM","No Autonomous","02:00","Played","8492","Red Team 1",2566,0,0,0,"7.074V","6.990V","13.578V","13.517V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","2494","13.484V","13.616V"
"1","08-Nov-2014 01:40:33 PM","No Autonomous","02:00","Halted","8492","Red Team 1",918,0,0,0,"6.957V","6.897V","13.508V","13.496V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","867","13.332V","13.560V"
"1","09-Nov-2014 10:30:29 AM","No Autonomous","02:00","Halted","8492","Red Team 1",1291,0,0,0,"7.976V","7.977V","13.396V","13.361V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","1236","13.323V","13.449V"
"1","09-Nov-2014 10:38:34 AM","No Autonomous","02:00","Halted","8492","Red Team 1",840,0,0,0,"7.964V","7.966V","13.340V","13.325V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","842","13.292V","13.389V"
"1","09-Nov-2014 10:58:14 AM","No Autonomous","02:00","Halted","8492","Red Team 1",1254,0,0,0,"7.946V","7.937V","13.330V","13.304V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","1189","13.280V","13.383V"
"1","09-Nov-2014 11:07:22 AM","No Autonomous","02:00","Halted","8492","Red Team 1",684,0,0,0,"7.934V","7.929V","13.272V","13.251V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","684","13.228V","13.327V"
"1","09-Nov-2014 11:09:25 AM","No Autonomous","02:00","Halted","8492","Red Team 1",378,0,0,0,"7.932V","7.933V","13.266V","13.243V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","427","13.216V","13.305V"
"1","09-Nov-2014 11:23:00 AM","No Autonomous","02:00","Halted","8492","Red Team 1",1027,0,0,0,"7.900V","7.898V","13.239V","13.214V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","1052","13.187V","13.286V"
"1","09-Nov-2014 11:36:53 AM","No Autonomous","02:00","Halted","8492","Red Team 1",819,0,0,0,"7.888V","7.884V","13.128V","13.115V","teleop.rxe","teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","853","13.080V","13.177V"
"1","09-Nov-2014 11:44:19 AM","No Autonomous","02:00","Halted","8492","Red Team 1",71,0,0,0,"7.873V","7.873V","13.136V","12.874V","Teleop_Test.rxe","Teleop_Test.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","89","11.141V","13.177V"
"1","09-Nov-2014 12:19:56 PM","No Autonomous","02:00","Halted","8492","Red Team 1",94,0,0,0,"7.839V","7.828V","13.083V","12.971V","Teleop_Test.rxe","Teleop_Test.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","162","11.446V","13.138V"
"1","09-Nov-2014 12:22:48 PM","No Autonomous","02:00","Halted","8492","Red Team 1",370,0,0,0,"7.821V","7.822V","13.056V","12.907V","Teleop_Test.rxe","Teleop_Test.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","412","11.640V","13.101V"
"1","09-Nov-2014 12:27:03 PM","No Autonomous","02:00","Halted","8492","Red Team 1",467,0,0,0,"7.835V","7.837V","13.025V","12.967V","Teleop_Test.rxe","Teleop_Test.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","522","11.527V","13.072V"
"1","09-Nov-2014 12:33:55 PM","No Autonomous","02:00","Halted","8492","Red Team 1",1114,0,0,0,"7.824V","7.826V","12.982V","12.919V","Teleop_Test.rxe","Teleop_Test.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","1052","11.622V","13.030V"
"1","09-Nov-2014 12:57:57 PM","No Autonomous","02:00","Halted","8492","Red Team 1",920,0,0,0,"7.792V","7.797V","12.905V","12.806V","Teleop_Test.rxe","Teleop_Test.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","914","11.892V","12.952V"
"1","09-Nov-2014 01:04:08 PM","No Autonomous","02:00","Halted","8492","Red Team 1",481,0,0,0,"7.754V","7.760V","12.905V","12.838V","Teleop_Test.rxe","Teleop_Test.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","487","11.925V","12.948V"
"1","09-Nov-2014 01:06:52 PM","No Autonomous","02:00","Halted","8492","Red Team 1",1362,0,0,12,"7.792V","7.792V","12.876V","12.876V","Teleop_Test.rxe","Teleop_Test.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","1002","12.216V","12.927V"
"1","09-Nov-2014 01:09:56 PM","No Autonomous","02:00","Halted","8492","Red Team 1",301,0,0,0,"7.799V","7.796V","12.867V","12.815V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","367","12.098V","12.913V"
"1","09-Nov-2014 01:24:49 PM","No Autonomous","02:00","Halted","8492","Red Team 1",525,0,0,0,"7.780V","7.778V","12.870V","12.813V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","542","12.234V","12.929V"
"1","09-Nov-2014 01:30:43 PM","No Autonomous","02:00","Halted","8492","Red Team 1",773,0,0,0,"7.781V","7.784V","12.895V","12.671V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","746","12.238V","12.929V"
"1","09-Nov-2014 01:35:55 PM","No Autonomous","02:00","Halted","8492","Red Team 1",903,0,0,0,"7.772V","7.768V","12.871V","12.824V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","917","12.152V","12.909V"
"1","09-Nov-2014 01:40:31 PM","No Autonomous","02:00","Halted","8492","Red Team 1",478,0,0,0,"7.765V","7.755V","12.781V","12.735V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","532","12.232V","12.841V"
"1","09-Nov-2014 01:45:07 PM","No Autonomous","02:00","Halted","8492","Red Team 1",331,0,0,0,"7.767V","7.769V","12.836V","12.723V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","362","12.201V","12.876V"
"1","09-Nov-2014 01:48:05 PM","No Autonomous","02:00","Halted","8492","Red Team 1",436,0,0,0,"7.758V","7.755V","12.823V","12.745V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","506","12.053V","12.865V"
"1","09-Nov-2014 01:50:14 PM","No Autonomous","02:00","Halted","8492","Red Team 1",1390,0,0,0,"7.752V","7.746V","14.158V","14.076V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","1319","12.700V","14.212V"
"1","10-Nov-2014 06:16:36 PM","No Autonomous","02:00","Halted","8492","Red Team 1",960,0,0,0,"7.681V","7.677V","13.328V","13.080V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","901","11.762V","13.371V"
"1","11-Nov-2014 06:42:38 PM","No Autonomous","02:00","Halted","8492","Red Team 1",466,0,0,0,"7.617V","7.620V","14.222V","14.202V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","525","14.177V","14.291V"
"1","11-Nov-2014 06:47:06 PM","No Autonomous","02:00","Halted","8492","Red Team 1",527,0,0,0,"7.611V","7.613V","14.157V","14.137V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","577","14.109V","14.214V"
"1","11-Nov-2014 06:54:40 PM","No Autonomous","02:00","Halted","8492","Red Team 1",1099,0,0,0,"7.611V","7.608V","14.071V","14.041V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","1094","14.016V","14.115V"
"1","11-Nov-2014 07:00:18 PM","No Autonomous","02:00","Halted","8492","Red Team 1",22,1,0,0,"7.602V","7.602V","14.017V","13.506V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","46","12.853V","14.070V"
"1","11-Nov-2014 07:00:33 PM","No Autonomous","02:00","Halted","8492","Red Team 1",33,1,0,0,"7.606V","7.606V","14.015V","13.495V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","91","11.448V","14.045V"
"1","11-Nov-2014 07:10:18 PM","No Autonomous","02:00","Halted","8492","Red Team 1",84,0,0,0,"7.597V","7.594V","13.922V","13.722V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","175","12.754V","13.965V"
"1","11-Nov-2014 07:15:30 PM","No Autonomous","02:00","Halted","8492","Red Team 1",547,0,0,0,"7.592V","7.587V","13.907V","13.873V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","537","13.851V","13.950V"
"1","11-Nov-2014 07:26:46 PM","No Autonomous","02:00","Halted","8492","Red Team 1",547,0,0,0,"7.574V","7.579V","13.829V","13.664V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","592","12.746V","13.872V"
"1","11-Nov-2014 07:29:57 PM","No Autonomous","02:00","Halted","8492","Red Team 1",820,0,0,0,"7.573V","7.575V","13.769V","13.518V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","771","11.712V","13.816V"
"1","11-Nov-2014 07:36:19 PM","No Autonomous","02:00","Halted","8492","Red Team 1",1868,0,0,0,"7.559V","7.561V","13.709V","13.601V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","1760","11.279V","13.765V"
"1","11-Nov-2014 07:41:07 PM","No Autonomous","02:00","Halted","8492","Red Team 1",604,0,0,0,"7.499V","7.515V","13.665V","13.641V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","588","12.603V","13.709V"
"1","11-Nov-2014 07:41:56 PM","No Autonomous","02:00","Halted","8492","Red Team 1",719,0,0,3,"7.515V","7.515V","13.645V","13.645V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","601","11.420V","13.686V"
